CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HY330899,7/7/2015 6:30,019XX W PRATT BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2424,49,14,1162137,1945178,42.0052362,-87.67883432,"(42.005236196540906, -87.67883431800497)"
HY331451,7/7/2015 8:00,015XX W DEVON AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2433,40,6,1164897,1942598,41.99809827,-87.66875379,"(41.998098272091596, -87.66875379080034)"
HY331148,7/7/2015 11:54,060XX N BROADWAY,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2433,48,08B,1167213,1940125,41.99126267,-87.66030556,"(41.99126266683857, -87.6603055579627)"
HY331355,7/7/2015 14:18,014XX W MORSE AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,Y,N,2431,49,15,1165410,1946171,42.00789172,-87.66676432,"(42.00789171745026, -87.66676431694454)"
HY331540,7/7/2015 15:15,010XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,RESTAURANT,N,N,2022,48,08B,1168038,1937364,41.98366859,-87.65735116,"(41.983668588023, -87.65735116412232)"
HY335282,7/7/2015 16:00,056XX N WINTHROP AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2022,48,26,1167850,1937586,41.98428183,-87.65803615,"(41.98428183097425, -87.65803615442147)"
HY331499,7/7/2015 16:25,067XX N ARTESIAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,2412,50,08B,1158763,1944683,42.00394801,-87.69126116,"(42.00394800613845, -87.69126116120101)"
HY331712,7/7/2015 18:54,056XX N WESTERN AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,Y,N,2012,40,18,1159308,1937328,41.98375438,-87.68945956,"(41.98375437686816, -87.68945956185566)"
HY331827,7/7/2015 20:00,060XX N BROADWAY,850,THEFT,ATTEMPT THEFT,GROCERY FOOD STORE,N,N,2433,48,6,1167213,1940125,41.99126267,-87.66030556,"(41.99126266683857, -87.6603055579627)"
HY331834,7/7/2015 21:00,070XX N WOLCOTT AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,N,N,2424,49,26,1162315,1947181,42.01072874,-87.67812305,"(42.01072874222529, -87.67812304532674)"
HY331854,7/7/2015 21:22,059XX N CAMPBELL AVE,2022,NARCOTICS,POSS: COCAINE,STREET,Y,N,2011,40,18,1158583,1939410,41.9894824,-87.69206866,"(41.989482397901206, -87.69206866044178)"
HY332205,7/7/2015 22:00,059XX N BROADWAY,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,N,N,2022,48,14,1167232,1939500,41.98954724,-87.66025374,"(41.9895472425865, -87.66025373948655)"
HY332073,7/8/2015 3:00,064XX N CLARK ST,2022,NARCOTICS,POSS: COCAINE,POLICE FACILITY/VEH PARKING LOT,Y,N,2432,40,18,1164254,1943116,41.99953335,-87.67110442,"(41.9995333470239, -87.67110442338642)"
HY332151,7/8/2015 3:00,010XX W HOLLYWOOD AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,2022,48,2,1168104,1938032,41.98550017,-87.65708903,"(41.98550016658219, -87.65708903131512)"
HY332629,7/8/2015 14:42,023XX W GRANVILLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2413,50,18,1159415,1941101,41.99410543,-87.68896163,"(41.994105431011526, -87.68896162666606)"
HY332694,7/8/2015 15:00,059XX N BROADWAY,460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,2013,48,08B,1167233,1939470,41.9894649,-87.66025093,"(41.989464900311646, -87.66025092857804)"
HY339012,7/8/2015 16:00,064XX N WAYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2432,40,08B,1166103,1942846,41.99875302,-87.66431022,"(41.99875301906127, -87.6643102186992)"
HY332791,7/8/2015 16:15,064XX N CLAREMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2412,50,18,1159479,1942690,41.99846438,-87.6886822,"(41.99846438259685, -87.6886822036669)"
HY336266,7/8/2015 17:00,064XX N BELL AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2412,50,5,1160139,1942757,41.99863457,-87.68625241,"(41.99863457227394, -87.68625241207047)"
HY370453,7/8/2015 18:00,060XX N WOLCOTT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2413,40,08B,1162652,1940052,41.99115949,-87.67708414,"(41.991159486072235, -87.67708413655318)"
HY333136,7/8/2015 20:12,057XX N HERMITAGE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,OTHER,N,N,2012,40,26,1163760,1937960,41.9853956,-87.67306796,"(41.98539560149478, -87.67306795917982)"
HY333164,7/8/2015 20:35,016XX W LUNT AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2431,49,5,1164240,1946578,42.00903345,-87.67105741,"(42.00903345037519, -87.67105740938732)"
HY333232,7/8/2015 22:00,016XX W PRATT BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2432,49,26,1164123,1945239,42.00536169,-87.67152597,"(42.00536168856189, -87.67152596892696)"
HY334896,7/8/2015 22:00,057XX N SHERIDAN RD,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2022,48,08A,1168592,1938386,41.98646096,-87.6552839,"(41.98646096353097, -87.65528390329838)"
HY350899,7/9/2015 6:30,013XX W LUNT AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,2423,49,6,1165953,1946632,42.00914509,-87.66475326,"(42.00914509062741, -87.66475326120525)"
HY333662,7/9/2015 9:00,018XX W NORWOOD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2413,40,7,1162993,1940344,41.99195357,-87.67582161,"(41.991953565933294, -87.67582160629715)"
HY333546,7/9/2015 9:15,011XX W BRYN MAWR AVE,810,THEFT,OVER $500,STREET,N,N,2023,48,6,1167623,1937352,41.98364464,-87.6588778,"(41.98364463714203, -87.65887780171046)"
HY381179,7/9/2015 11:30,065XX N ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2432,40,11,1164428,1943432,42.00039676,-87.67045532,"(42.0003967641787, -87.67045532472713)"
HY333819,7/9/2015 12:30,063XX N BROADWAY,890,THEFT,FROM BUILDING,OTHER,N,N,2433,49,6,1167148,1942322,41.99729268,-87.66048115,"(41.99729268351961, -87.66048114732203)"
HY333846,7/9/2015 13:30,066XX N DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2412,50,08B,1161752,1944124,42.00235206,-87.68028034,"(42.00235205866053, -87.68028033590605)"
HY344258,7/9/2015 14:39,058XX N SHERIDAN RD,560,ASSAULT,SIMPLE,APARTMENT,N,N,2022,48,08A,1168577,1938929,41.98795129,-87.65532326,"(41.98795129329294, -87.6553232623209)"
HY334062,7/9/2015 15:50,021XX W DEVON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,N,N,2412,50,11,1161023,1942476,41.99784512,-87.6830083,"(41.9978451218114, -87.68300830291032)"
HY334216,7/9/2015 17:30,010XX W LOYOLA AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, GROUNDS",Y,N,2432,49,26,1167999,1943890,42.00157691,-87.65730513,"(42.00157691041445, -87.65730512563769)"
HY334273,7/9/2015 19:00,062XX N BROADWAY,870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,N,N,2433,49,6,1167169,1941557,41.99519306,-87.66042601,"(41.99519305502095, -87.6604260112656)"
HY334313,7/9/2015 19:05,021XX W PETERSON AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,2413,40,6,1160994,1939841,41.9906152,-87.68318858,"(41.9906151964301, -87.68318857654705)"
HY336741,7/9/2015 20:10,065XX N CLARK ST,890,THEFT,FROM BUILDING,RESTAURANT,N,N,2432,40,6,1164111,1943656,42.00101815,-87.67161513,"(42.00101815405711, -87.67161512950035)"
HY334526,7/9/2015 22:36,012XX W FARWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2431,49,14,1166604,1945765,42.00675205,-87.66238305,"(42.00675205276666, -87.66238305167869)"
HY335288,7/9/2015 23:00,061XX N HOYNE AVE,460,BATTERY,SIMPLE,RESIDENCE,N,N,2413,40,08B,1161219,1940570,41.99261091,-87.68234059,"(41.992610907697156, -87.68234059240223)"
HY334523,7/9/2015 23:10,063XX N WESTERN AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,RESTAURANT,N,N,2413,50,26,1159169,1941957,41.9964594,-87.68984286,"(41.99645940273577, -87.68984285907086)"
HY334567,7/10/2015 0:01,063XX N LAKEWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE,Y,N,2433,40,08A,1166465,1942286,41.9972086,-87.66299466,"(41.99720859821849, -87.66299466415957)"
HY335082,7/10/2015 10:30,059XX N BROADWAY,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2013,48,26,1167224,1939769,41.99028556,-87.66027539,"(41.99028555741751, -87.66027538864475)"
HY337645,7/10/2015 11:00,058XX N SHERIDAN RD,810,THEFT,OVER $500,RESIDENCE,N,N,2022,48,6,1168577,1938929,41.98795129,-87.65532326,"(41.98795129329294, -87.6553232623209)"
HY336136,7/10/2015 17:00,061XX N RAVENSWOOD AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2433,40,6,1163253,1940692,41.99290301,-87.67485541,"(41.99290300672468, -87.67485540652063)"
HY335425,7/10/2015 17:45,019XX W GRANVILLE AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,2413,40,08A,1162116,1941185,41.99427973,-87.67902384,"(41.99427972881415, -87.6790238383943)"
HY336088,7/10/2015 19:00,070XX N ASHLAND BLVD,810,THEFT,OVER $500,STREET,N,N,2423,49,6,1164502,1946756,42.00951632,-87.67008836,"(42.00951632007631, -87.67008836491402)"
HY335636,7/10/2015 19:20,059XX N CLARK ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),Y,N,2012,40,6,1164617,1939186,41.98874161,-87.66988105,"(41.988741610268285, -87.66988105499124)"
HY336732,7/10/2015 19:30,020XX W PETERSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,2413,40,14,1161544,1939859,41.99065311,-87.68116505,"(41.99065311371316, -87.68116504885631)"
HY335836,7/10/2015 23:00,010XX W GRANVILLE AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,CONVENIENCE STORE,Y,N,2433,48,19,1167930,1941342,41.99458665,-87.65763294,"(41.99458664719246, -87.65763293561234)"
HY335813,7/10/2015 23:38,024XX W PETERSON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,N,N,2011,40,04A,1158806,1939779,41.99049036,-87.69123825,"(41.99049036394688, -87.69123825328309)"
HY335832,7/11/2015 0:00,018XX W GREENLEAF AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VEHICLE - OTHER RIDE SERVICE,N,N,2424,49,14,1162664,1946974,42.01015339,-87.67684478,"(42.01015339253008, -87.6768447825295)"
HY340935,7/11/2015 1:00,022XX W ROSEMONT AVE,890,THEFT,FROM BUILDING,RESIDENCE,N,Y,2413,50,6,1160315,1941792,41.99598293,-87.68563181,"(41.99598292803518, -87.68563181493629)"
HY336008,7/11/2015 4:00,062XX N WAYNE AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,Y,N,2433,48,24,1166163,1941624,41.99539854,-87.66412463,"(41.99539853737028, -87.66412463033303)"
HY336414,7/11/2015 13:29,014XX W DEVON AVE,031A,ROBBERY,ARMED: HANDGUN,TAVERN/LIQUOR STORE,Y,N,2432,40,3,1165635,1942615,41.99812917,-87.66603846,"(41.99812917089105, -87.66603846390146)"
HY336547,7/11/2015 15:00,056XX N ASHLAND AVE,460,BATTERY,SIMPLE,STREET,N,N,2012,40,08B,1164647,1937345,41.98368921,-87.66982317,"(41.98368921226504, -87.6698231704583)"
HY336770,7/11/2015 18:03,070XX N PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2423,49,08B,1163896,1947231,42.01083259,-87.67230453,"(42.01083259127106, -87.67230452921818)"
HY337256,7/11/2015 20:00,019XX W FARWELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2424,49,26,1161988,1945623,42.00646041,-87.67936999,"(42.00646041259464, -87.6793699929718)"
HY336966,7/11/2015 20:58,064XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,Y,N,2432,40,08B,1164377,1942660,41.99827946,-87.67066492,"(41.99827946037483, -87.67066492207317)"
HY339355,7/11/2015 22:00,010XX W HOLLYWOOD AVE,820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2022,48,6,1168104,1938032,41.98550017,-87.65708903,"(41.98550016658219, -87.65708903131512)"
HY337052,7/11/2015 22:30,057XX N RIDGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2013,48,08B,1165674,1938655,41.987262,-87.66600852,"(41.987261996662056, -87.6660085152995)"
HY337378,7/12/2015 1:00,019XX W FARWELL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,Y,N,2424,49,5,1162003,1945624,42.00646284,-87.67931478,"(42.006462842198786, -87.67931477783551)"
HY339477,7/12/2015 2:19,066XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2432,49,08B,1167044,1944444,42.00311773,-87.66080241,"(42.0031177332715, -87.66080240846978)"
HY337261,7/12/2015 2:28,058XX N SHERIDAN RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,N,N,2022,48,11,1168577,1938929,41.98795129,-87.65532326,"(41.98795129329294, -87.6553232623209)"
HY337304,7/12/2015 3:45,061XX N RAVENSWOOD AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),Y,N,2413,40,08B,1163127,1940692,41.99290566,-87.67531888,"(41.99290566436097, -87.67531887880328)"
HY338094,7/12/2015 17:30,018XX W MORSE AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,N,N,2424,49,04B,1162630,1946086,42.00771741,-87.67699493,"(42.00771741495449, -87.67699492951826)"
HY338098,7/12/2015 18:54,057XX N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2012,40,18,1159285,1938141,41.98598576,-87.68952168,"(41.985985757425524, -87.68952167596954)"
HY338199,7/12/2015 21:11,069XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,2431,49,6,1166822,1946080,42.00761173,-87.66157191,"(42.00761172685045, -87.6615719056542)"
HY338269,7/12/2015 22:15,011XX W LUNT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2431,49,18,1166936,1946659,42.00919806,-87.66113575,"(42.00919805621284, -87.66113575163793)"
HY339208,7/13/2015 0:00,021XX W FARWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2411,50,14,1160588,1945576,42.00636067,-87.6845221,"(42.00636067249351, -87.6845220967961)"
HY341445,7/13/2015 7:35,016XX W THOME AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2433,40,6,1164333,1941698,41.99564064,-87.67085416,"(41.99564064167566, -87.67085416209541)"
HY342853,7/13/2015 8:00,070XX N SHERIDAN RD,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,2423,49,11,1166538,1947205,42.01070485,-87.66258437,"(42.010704854489155, -87.66258436511202)"
HY339488,7/13/2015 8:30,017XX W THORNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,2012,40,14,1163960,1939047,41.98837413,-87.67230152,"(41.98837413070864, -87.67230151890723)"
HY338762,7/13/2015 10:00,016XX W COLUMBIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2432,49,08B,1164168,1944894,42.00441405,-87.67137022,"(42.00441404617653, -87.67137022479578)"
HY338874,7/13/2015 10:30,068XX N ASHLAND BLVD,560,ASSAULT,SIMPLE,APARTMENT,Y,N,2431,49,08A,1164546,1945414,42.00583291,-87.66996474,"(42.005832909269714, -87.66996473556537)"
HY338963,7/13/2015 10:30,014XX W DEVON AVE,810,THEFT,OVER $500,SIDEWALK,N,N,2432,40,6,1165316,1942608,41.99811678,-87.66721215,"(41.99811677836434, -87.66721215236873)"
HY338732,7/13/2015 10:43,070XX N CLARK ST,560,ASSAULT,SIMPLE,APARTMENT,Y,N,2424,49,08A,1163393,1946875,42.00986636,-87.67416534,"(42.00986636271188, -87.67416534484738)"
HY339140,7/13/2015 15:15,061XX N BROADWAY,860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,2433,48,6,1167183,1941083,41.99389209,-87.66038821,"(41.993892087041395, -87.66038821477768)"
HY339174,7/13/2015 15:20,070XX N PAULINA ST,820,THEFT,$500 AND UNDER,STREET,N,Y,2423,49,6,1163896,1947231,42.01083259,-87.67230453,"(42.01083259127106, -87.67230452921818)"
HY339223,7/13/2015 16:11,014XX W LUNT AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,2431,49,08A,1165435,1946615,42.00910953,-87.66665962,"(42.00910952732339, -87.66665961547022)"
HY339923,7/13/2015 17:00,056XX N KENMORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2022,48,6,1168232,1937591,41.98428728,-87.65663107,"(41.984287277886295, -87.65663107365191)"
HY339991,7/13/2015 18:00,064XX N BOSWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,40,14,1164782,1942677,41.9983175,-87.66917458,"(41.99831749844511, -87.6691745809633)"
HY339492,7/13/2015 19:15,070XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2423,49,14,1163896,1947231,42.01083259,-87.67230453,"(42.01083259127106, -87.67230452921818)"
HY339907,7/13/2015 20:00,058XX N KENMORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2022,48,6,1168186,1939048,41.98828632,-87.65675792,"(41.9882863168502, -87.65675792303978)"
HY339778,7/13/2015 23:50,065XX N WINCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,2412,50,08B,1162109,1943265,41.99998746,-87.67899112,"(41.99998745879925, -87.6789911199572)"
HY340952,7/14/2015 6:20,060XX N GREENVIEW AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2433,48,6,1165224,1940198,41.99150564,-87.66761951,"(41.99150564107466, -87.66761950963794)"
HY340972,7/14/2015 8:00,064XX N SHERIDAN RD,810,THEFT,OVER $500,COLLEGE/UNIVERSITY GROUNDS,N,N,2432,49,6,1167090,1943083,41.99938213,-87.66067251,"(41.99938213286273, -87.66067251413085)"
HY344681,7/14/2015 15:00,017XX W THORNDALE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2012,40,6,1163517,1939032,41.98834234,-87.67393134,"(41.98834234130476, -87.67393133732567)"
HY340755,7/14/2015 17:15,057XX N SHERIDAN RD,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2022,48,08B,1168592,1938386,41.98646096,-87.6552839,"(41.98646096353097, -87.65528390329838)"
HY340852,7/14/2015 18:00,069XX N WAYNE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,2431,49,26,1165890,1945877,42.00707471,-87.66500674,"(42.00707470738611, -87.66500674157305)"
HY341011,7/14/2015 19:45,064XX N WINCHESTER AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2412,50,5,1162117,1943028,41.99933696,-87.67896835,"(41.999336956125696, -87.67896835293189)"
HY341204,7/15/2015 0:05,020XX W ARTHUR AVE,560,ASSAULT,SIMPLE,APARTMENT,Y,N,2412,50,08A,1161344,1943147,41.99967967,-87.68180868,"(41.99967967082959, -87.68180867729251)"
HY341507,7/15/2015 10:20,060XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2433,48,6,1167213,1940125,41.99126267,-87.66030556,"(41.99126266683857, -87.6603055579627)"
HY341661,7/15/2015 11:00,011XX W MORSE AVE,890,THEFT,FROM BUILDING,OTHER,N,N,2431,49,6,1167129,1946224,42.00800025,-87.66043823,"(42.00800024928029, -87.66043823074165)"
HY345702,7/15/2015 17:00,067XX N ASHLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2432,40,7,1164392,1944718,42.00392634,-87.67055114,"(42.00392634287051, -87.67055113883616)"
HY342674,7/15/2015 17:30,064XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,N,N,2432,40,14,1167121,1942715,41.99837167,-87.66056911,"(41.99837166543955, -87.66056911067503)"
HY342416,7/15/2015 18:20,061XX N DAMEN AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,2413,40,08A,1161880,1940856,41.99338189,-87.67990118,"(41.993381887010344, -87.67990118334764)"
HY342176,7/15/2015 18:22,056XX N RIDGE AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,2013,48,08A,1166517,1937974,41.98537525,-87.66292755,"(41.98537524852113, -87.66292755207623)"
HY342315,7/15/2015 19:00,015XX W VICTORIA ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2013,48,26,1165097,1938614,41.98716181,-87.6681319,"(41.98716180864926, -87.66813190468488)"
HY342657,7/15/2015 20:15,013XX W GREENLEAF AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,2423,49,6,1166053,1947079,42.01036952,-87.66437248,"(42.010369522275255, -87.66437248158556)"
HY342816,7/15/2015 22:00,012XX W GREENLEAF AVE,610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,N,N,2423,49,5,1166921,1947102,42.01041398,-87.66117814,"(42.01041397777368, -87.6611781432791)"
HY342426,7/15/2015 22:16,069XX N ASHLAND BLVD,454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,Y,N,2431,49,08B,1164529,1945952,42.00730955,-87.67001194,"(42.007309553946996, -87.67001194420654)"
HY343618,7/16/2015 7:00,069XX N RAVENSWOOD AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2424,49,6,1162968,1945986,42.0074359,-87.67575418,"(42.00743589528376, -87.67575418409874)"
HY342709,7/16/2015 8:15,063XX N BROADWAY,860,THEFT,RETAIL THEFT,RESTAURANT,N,N,2433,40,6,1167152,1942241,41.99707033,-87.66046877,"(41.99707033164519, -87.66046877436774)"
HY371860,7/16/2015 9:00,022XX W FARWELL AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2411,50,6,1159948,1945555,42.00631633,-87.68687733,"(42.006316332774325, -87.68687732636934)"
HY343074,7/16/2015 12:00,015XX W MORSE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2431,49,26,1164880,1946156,42.00786186,-87.66871473,"(42.00786186414145, -87.66871472645651)"
HY347020,7/16/2015 15:40,069XX N GREENVIEW AVE,890,THEFT,FROM BUILDING,RESIDENCE,N,N,2431,49,6,1165106,1946326,42.00832353,-87.66787836,"(42.00832352995696, -87.66787836368538)"
HY343322,7/16/2015 16:29,057XX N SHERIDAN RD,560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,N,N,2022,48,08A,1168598,1938218,41.98599984,-87.65526673,"(41.98599983742586, -87.65526672745462)"
HY343384,7/16/2015 17:00,064XX N OAKLEY AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2412,50,3,1159812,1942639,41.99831755,-87.68745862,"(41.99831755087828, -87.6874586180722)"
HY363236,7/16/2015 20:00,057XX N KENMORE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,2022,48,11,1168207,1938371,41.98642816,-87.65670036,"(41.98642815826672, -87.65670035623995)"
HY343747,7/16/2015 22:10,013XX W COLUMBIA AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,N,Y,2432,40,26,1166001,1944930,42.00447374,-87.66462557,"(42.00447374361087, -87.66462556878096)"
HY343833,7/16/2015 23:41,014XX W MORSE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2431,49,18,1165415,1946171,42.00789161,-87.66674592,"(42.00789161062289, -87.66674592090203)"
HY345938,7/16/2015 23:48,012XX W LUNT AVE,460,BATTERY,SIMPLE,APARTMENT,N,N,2431,49,08B,1166467,1946646,42.00917248,-87.66286171,"(42.00917247617172, -87.6628617087937)"
HY343813,7/16/2015 23:49,012XX W LUNT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2431,49,08B,1166472,1946646,42.00917237,-87.66284331,"(42.00917236871629, -87.66284331239686)"
HY344240,7/17/2015 10:15,070XX N CLARK ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,2423,49,3,1163398,1946852,42.00980314,-87.6741476,"(42.00980314456926, -87.67414759982846)"
HY352080,7/17/2015 12:00,061XX N CLARK ST,890,THEFT,FROM BUILDING,CLEANING STORE,N,N,2433,40,6,1164532,1941022,41.99378145,-87.6701414,"(41.99378145273361, -87.67014139792028)"
HY348429,7/17/2015 12:00,018XX W HOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,2413,40,11,1162953,1940780,41.99315081,-87.67595643,"(41.99315080605405, -87.67595642721369)"
HY344415,7/17/2015 12:30,021XX W PETERSON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2413,40,6,1161000,1939841,41.99061507,-87.68316651,"(41.99061507143688, -87.68316650719348)"
HY351944,7/17/2015 14:00,068XX N WAYNE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2431,49,6,1165898,1945632,42.00640225,-87.66498435,"(42.00640225160049, -87.66498434521635)"
HY344413,7/17/2015 14:30,020XX W ARTHUR AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,Y,N,2412,50,01A,1161593,1943155,41.99969642,-87.68089245,"(41.99969642037187, -87.6808924452681)"
HY347834,7/17/2015 16:00,015XX W SCHREIBER AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,PARK PROPERTY,N,N,2432,40,5,1164710,1942921,41.99898857,-87.66943248,"(41.99898857253583, -87.66943248488872)"
HY344609,7/17/2015 16:06,061XX N SHERIDAN RD,454,BATTERY,AGG PO HANDS NO/MIN INJURY,OTHER,Y,N,2433,48,08B,1168513,1941014,41.99367397,-87.65549796,"(41.99367396572573, -87.65549795891985)"
